Mã học viên,Ngày tháng năm sinh,Ngày đăng ký,Khóa học,Người đăng ký,Học phí,Thời lượng,Kết quả sau khi học,Điểm test đầu vào,Khuyến mãi (khoá tiếp theo)),"Số kỹ năng học viên muốn đăng ký(nghe, nói, đọc, viết)",Điểm test đầu ra,Mã giảng viên,Đánh giá giảng viên,Họ và tên giảng viên,Giới tính,Ngày sinh gv,Địa chỉ(quê quán gv),Số điện thoại gv,Quốc tịch giáo viên,Số kỹ năng khoá học
HV51,2006-01-14,2023-03-10,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,4.7,,2,8.2,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV52,1994-08-02,2021-05-07,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.0,15%,2,8.3,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV52,1994-08-02,2022-04-02,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.9,5%,4,8.4,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV52,1994-08-02,2020-07-14,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,6.6,15%,4,8.1,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV53,2000-09-21,2021-05-12,B1,Bạn bè,1000000,tháng,Đạt,5.2,,4,8.5,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV54,2014-05-20,2023-01-06,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,3.8,,2,8.1,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV55,1996-12-06,2021-02-28,B1,Bản thân,1000000,tháng,Đạt,6.3,15%,4,8.3,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV55,1996-12-06,2023-06-16,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,4.8,,2,8.6,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV55,1996-12-06,2023-09-12,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.1,15%,2,8.3,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV56,2002-09-09,2021-03-10,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.5,5%,4,8.7,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV56,2002-09-09,2021-04-11,B1,Bản thân,1000000,tháng,Đạt,4.8,,2,8.3,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV56,2002-09-09,2020-01-17,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.5,15%,3,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV57,2006-12-20,2021-06-06,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,5.4,5%,2,8.3,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV57,2006-12-20,2020-01-23,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,8.3,15%,4,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV58,2011-02-24,2023-02-23,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.4,5%,2,8.4,GV03,1.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,2
HV59,2011-02-02,2021-06-23,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.9,5%,4,4.8,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV60,1995-12-03,2020-01-05,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.8,15%,4,8.1,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
HV60,1995-12-03,2022-08-21,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.0,15%,2,8.5,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV60,1995-12-03,2023-03-28,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,6.7,5%,4,8.3,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV61,2011-11-26,2023-08-23,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,7.1,5%,2,8.3,GV09,2.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV62,2009-09-18,2023-08-09,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,6.0,5%,4,8.8,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV63,2011-02-11,2023-12-27,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,4.2,8%,3,8.4,GV06,1.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,2
HV64,2014-07-02,2021-08-24,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.3,5%,3,4.6,GV01,1.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV65,2007-07-21,2022-03-01,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,7.9,15%,3,4.4,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV65,2007-07-21,2023-02-01,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,4.3,5%,2,4.3,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,2
HV66,1993-09-01,2023-02-24,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,6.5,15%,2,8.4,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV66,1993-09-01,2020-10-10,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,5.2,5%,2,8.3,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV66,1993-09-01,2022-09-05,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,7.2,15%,4,9.0,GV06,5.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,4
HV67,2014-06-06,2020-10-04,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.7,5%,3,4.9,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV68,2013-01-07,2021-05-21,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.4,8%,2,3.2,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,2
HV69,2010-09-23,2021-02-22,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,6.1,,4,4.3,GV07,2.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV70,1997-06-11,2022-08-04,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.6,15%,2,8.5,GV07,4.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV70,1997-06-11,2020-09-12,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,5.0,5%,4,8.3,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV70,1997-06-11,2023-03-03,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.3,15%,3,8.5,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,3
HV71,2002-10-20,2022-05-07,IELTS Intensive,Bản thân,10000000,25 buổi,Không đạt,5.8,,4,4.8,GV08,4.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV72,2001-10-03,2020-09-09,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,4.9,,3,6.2,GV03,2.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV73,1994-10-04,2020-09-21,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,4.8,15%,3,8.4,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV73,1994-10-04,2021-09-24,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,4.5,15%,3,8.7,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV73,1994-10-04,2021-08-13,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,5.7,15%,4,8.3,GV06,4.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV74,2008-01-09,2023-08-08,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Không đạt,6.7,,2,3.8,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV75,1993-01-28,2020-06-08,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.4,15%,4,8.7,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV75,1993-01-28,2020-11-08,IELTS Foundation,Bản thân,10000000,25 buổi,Không đạt,5.5,8%,3,4.4,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV75,1993-01-28,2023-03-12,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.4,15%,3,8.3,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV76,2000-05-15,2023-05-24,Pre_IELTS,Bản thân,10000000,24 buổi,Không đạt,5.5,15%,4,3.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV76,2000-05-15,2020-10-15,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,7.8,,4,8.5,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV76,2000-05-15,2022-12-18,B1,Bản thân,1000000,tháng,Đạt,4.8,5%,4,8.5,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,3
HV77,1994-01-28,2021-09-19,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.2,15%,3,8.7,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,4
HV77,1994-01-28,2020-10-25,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.4,15%,2,8.2,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV78,2010-01-22,2022-08-26,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.6,,3,5.5,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV78,2010-01-22,2020-01-24,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,5.6,15%,2,8.5,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV79,2006-02-24,2022-05-21,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,6.6,15%,4,8.3,GV03,3.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV79,2006-02-24,2022-12-12,Ôn luyện THPTQG,Bản thân,1000000,tháng,Đạt,4.8,15%,3,8.6,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV80,2002-02-12,2023-05-06,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,4.1,8%,3,8.4,GV07,5.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,4
HV80,2002-02-12,2020-06-01,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,2.2,8%,4,8.6,GV09,3.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,4
HV81,1995-10-01,2020-08-26,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,3.5,,3,8.7,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV82,2001-08-17,2020-01-17,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.0,15%,2,8.5,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV82,2001-08-17,2023-06-17,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,6.1,15%,2,8.7,GV02,4.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV82,2001-08-17,2021-01-11,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,3.6,8%,2,8.6,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,3
HV83,2001-04-01,2021-05-15,Tiếng anh giao tiếp,Bạn bè,7200000,24 buổi,Đạt,6.4,15%,4,8.2,GV03,5.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,3
HV83,2001-04-01,2020-09-09,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.9,15%,4,8.7,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV83,2001-04-01,2020-12-12,B1,Bạn bè,1000000,tháng,Đạt,6.2,15%,3,8.1,GV05,4.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV84,2012-07-15,2021-05-03,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,5.3,5%,4,4.7,GV05,1.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,2
HV85,1999-02-13,2023-11-18,Thuyết trình,Bản thân,3400000,24 buổi,Không đạt,5.5,8%,2,5.1,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,3
HV86,2012-10-24,2021-11-12,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.4,5%,3,4.0,GV04,2.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,2
HV87,2001-10-10,2022-07-03,Ôn luyện THPTQG,Bản thân,1000000,tháng,Không đạt,5.2,,3,4.0,GV06,3.0,Phạm Thị Anh,Nữ,1991-06-06,"Số 6, phố Trần Phú, phường Nguyễn Trãi, quận Hà Đông, thành phố Hà Nội",967890124,VN,3
HV88,2015-11-22,2022-12-26,English for Kids,Cha mẹ,3200000,24 buổi,Đạt,6.5,8%,2,8.5,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV89,2007-05-26,2023-03-08,Ôn luyên vào 10,Cha mẹ,1000000,tháng,Đạt,5.0,8%,3,8.7,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV89,2007-05-26,2020-09-14,English for Teens,Cha mẹ,3200000,24 buổi,Đạt,5.2,15%,4,8.6,GV01,4.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,2
HV90,2001-01-08,2021-06-05,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,6.1,8%,4,8.2,GV01,3.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV91,2004-10-21,2023-09-27,B1,Bản thân,1000000,tháng,Đạt,5.3,,2,8.8,GV09,4.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV91,2004-10-21,2023-12-25,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Đạt,5.1,15%,3,8.2,GV09,5.0,Trần Thị Lan,Nữ,1994-09-09,"Số 9, ngõ 20, phố Trần Hưng Đạo, phường Lê Chân, thành phố Hải Phòng, tỉnh Hải Phòng",990129457,VN,3
HV91,2004-10-21,2021-01-14,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,6.5,15%,2,8.6,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV92,2004-03-12,2020-01-04,English for Teens,Cha mẹ,3200000,24 buổi,Không đạt,5.2,15%,4,5.6,GV07,3.0,Nguyễn Văn Hùng,Nam,1992-07-07,"Số 7, ngõ 100, phố Nguyễn Thái Học, phường Quang Trung, thành phố Thái Nguyên, tỉnh Thái Nguyên",978903235,VN,2
HV92,2004-03-12,2023-04-06,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,6.9,15%,4,8.5,GV03,4.0,Trần Thị Hồng,Nữ,1988-03-03,"Số 3, ngõ 42, phố Đặng Văn Ngữ, phường Trung Tự, quận Đống Đa, thành phố Hà Nội",934567891,VN,4
HV93,2013-07-04,2020-07-14,English for Kids,Cha mẹ,3200000,24 buổi,Không đạt,4.4,,3,3.9,GV02,2.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,2
HV94,1998-04-05,2022-08-11,IELTS Foundation,Bạn bè,10000000,25 buổi,Đạt,6.8,,2,8.3,GV01,2.0,Nguyễn Thị Thanh,Nữ,1986-01-01,"Số 1, phố Lý Thái Tổ, phường Hoàn Kiếm, quận Hoàn Kiếm, thành phố Hà Nội",912045579,VN,4
HV95,2001-03-25,2020-11-19,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.8,5%,2,8.7,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV95,2001-03-25,2020-10-03,Tiếng anh giao tiếp,Bản thân,7200000,24 buổi,Không đạt,5.7,5%,3,3.3,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV96,2001-01-21,2023-12-15,IELTS Foundation,Bản thân,10000000,25 buổi,Đạt,5.7,15%,3,8.4,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV96,2001-01-21,2020-06-22,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,4.1,15%,3,8.5,GV04,3.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV96,2001-01-21,2020-09-26,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,4.6,5%,4,8.4,GV02,3.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV97,1993-01-22,2021-09-14,IELTS Intensive,Bản thân,10000000,25 buổi,Đạt,3.6,8%,3,8.6,GV02,5.0,Lê Văn Dũng,Nam,1987-02-02,"Số 2, đường Nguyễn Chí Thanh, phường Láng Hạ, quận Đống Đa, thành phố Hà Nội",923456780,VN,4
HV97,1993-01-22,2022-06-14,B1,Bản thân,1000000,tháng,Đạt,6.4,8%,3,8.5,GV04,5.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV97,1993-01-22,2023-10-25,Thuyết trình,Bản thân,3400000,24 buổi,Đạt,5.3,,3,8.3,GV05,5.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,3
HV98,1996-05-25,2023-02-22,Pre_IELTS,Bản thân,10000000,24 buổi,Đạt,5.2,15%,2,8.4,GV08,5.0,Lê Thị Huyền,Nữ,1993-08-08,"Số 8, phố Hùng Vương, phường Ngô Quyền, thành phố Hải Phòng, tỉnh Hải Phòng",989092346,VN,4
HV98,1996-05-25,2023-12-09,Thuyết trình,Bạn bè,3400000,24 buổi,Đạt,4.8,15%,3,8.7,GV04,4.0,Nguyễn Đức Hà,Nam,1989-04-04,"Số 4, phố Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, thành phố Hà Nội",945678902,VN,3
HV98,1996-05-25,2022-08-24,IELTS Intensive,Bạn bè,10000000,25 buổi,Đạt,5.3,15%,4,8.4,GV05,3.0,Hoàng Thị Mai,Nữ,1990-05-05,"Số 5, ngõ 195, phố Ngọc Lâm, phường Ngọc Lâm, quận Long Biên, thành phố Hà Nội",956789013,VN,4
